bare	accented	translations_en	translations_de	gender	partner	animate	indeclinable	sg_only	pl_only	sg_nom	sg_gen	sg_dat	sg_acc	sg_inst	sg_prep	pl_nom	pl_gen	pl_dat	pl_acc	pl_inst	pl_prep
предложение	предложе'ние	sentence; offer	Angebot - Vorschlag, Empfehlung; Angebot; Antrag, Heiratsantrag; Satz	n		0	0	0	0	предложе'ние	предложе'ния	предложе'нию	предложе'ние	предложе'нием	предложе'нии	предложе'ния	предложе'ний	предложе'ниям	предложе'ния	предложе'ниями	предложе'ниях
работник	рабо'тник	worker, farm-hand	Arbeiter	m	работница	1	0	0	0	рабо'тник	рабо'тника	рабо'тнику	рабо'тника	рабо'тником	рабо'тнике	рабо'тники	рабо'тников	рабо'тникам	рабо'тников	рабо'тниками	рабо'тниках
сожаление	сожале'ние	regret, pity; unfortunately	Bedauern, Mitleid	n		0	0	0	0	сожале'ние	сожале'ния	сожале'нию	сожале'ние	сожале'нием	сожале'нии	сожале'ния	сожале'ний	сожале'ниям	сожале'ния	сожале'ниями	сожале'ниях
горло	го'рло	throat, neck, narrow entrance to a gulf, bay	Hals, Kehle, Gurgel	n		0	0	0	0	го'рло	го'рла	го'рлу	го'рло	го'рлом	го'рле	го'рла	го'рл	го'рлам	го'рла	го'рлами	го'рлах
ресторан	рестора'н	restaurant	Restaurant	m		0	0	0	0	рестора'н	рестора'на	рестора'ну	рестора'н	рестора'ном	рестора'не	рестора'ны	рестора'нов	рестора'нам	рестора'ны	рестора'нами	рестора'нах
список	спи'сок	list, record	Liste, Verzeichnis	m		0	0	0	0	спи'сок	спи'ска	спи'ску	спи'сок	спи'ском	спи'ске	спи'ски	спи'сков	спи'скам	спи'ски	спи'сками	спи'сках
праздник	пра'здник	holiday, feast, a festive occasion	Fest, Feier; Feiertag, Festtag	m		0	0	0	0	пра'здник	пра'здника	пра'зднику	пра'здник	пра'здником	пра'зднике	пра'здники	пра'здников	пра'здникам	пра'здники	пра'здниками	пра'здниках
покой	поко'й	rest, peace, room, chamber	Ruhe	m		0	0	0	0	поко'й	поко'я	поко'ю	поко'й	поко'ем	поко'е	поко'и	поко'ев	поко'ям	поко'и	поко'ями	поко'ях
шутка	шу'тка	joke, jet, trick, prank, jest, farce	Witz, Spaß, Streich; Scherz	f		0	0	0	0	шу'тка	шу'тки	шу'тке	шу'тку	шу'ткой, шу'ткою	шу'тке	шу'тки	шу'ток	шу'ткам	шу'тки	шу'тками	шу'тках
автобус	авто'бус	bus, coach	Bus, Autobus, Omnibus	m		0	0	0	0	авто'бус	авто'буса	авто'бусу	авто'бус	авто'бусом	авто'бусе	авто'бусы	авто'бусов	авто'бусам	авто'бусы	авто'бусами	авто'бусах
рада	ра'да	glad	der Rat	m		0	0	0	0	ра'да	ра'ды	ра'де	ра'ду	ра'дой, ра'дою	ра'де	ра'ды	ра'д	ра'дам	ра'ды	ра'дами	ра'дах
вариант	вариа'нт	option	Variante	m		0	0	0	0	вариа'нт	вариа'нта	вариа'нту	вариа'нт	вариа'нтом	вариа'нте	вариа'нты	вариа'нтов	вариа'нтам	вариа'нты	вариа'нтами	вариа'нтах
дыхание	дыха'ние	breathing, respiration, breath	Atem	n		0	0	0	0	дыха'ние	дыха'ния	дыха'нию	дыха'ние	дыха'нием	дыха'нии	дыха'ния	дыха'ний	дыха'ниям	дыха'ния	дыха'ниями	дыха'ниях
организм	органи'зм	organism	Organismus	m		0	0	0	0	органи'зм	органи'зма	органи'зму	органи'зм	органи'змом	органи'зме	органи'змы	органи'змов	органи'змам	органи'змы	органи'змами	органи'змах
жертва	же'ртва	sacrifice, offering, victim	Opfer	f		0	0	0	0	же'ртва	же'ртвы	же'ртве	же'ртву	же'ртвой, же'ртвою	же'ртве	же'ртвы	же'ртв	же'ртвам	же'ртвы	же'ртвами	же'ртвах
начальство	нача'льство	command, authorities, heads, the chief	die Vorgesetzten, Obrigkeit	n		0	0	0	0	нача'льство	нача'льства	нача'льству	нача'льство	нача'льством	нача'льстве	нача'льства	нача'льств	нача'льствам	нача'льства	нача'льствами	нача'льствах
рукав	рука'в	sleeve, branch, arm, hose	Ärmel, Flußarm, Schlauch	m		0	0	0	0	рука'в	рукава'	рукаву'	рука'в	рукаво'м	рукаве'	рукава'	рукаво'в	рукава'м	рукава'	рукава'ми	рукава'х
занятие	заня'тие	occupation; pursuit, employment, work, business, seizure, studies, lessons, pastime	Ausübung, Beschäftigung; Unterricht, Unterrichtsstunde	n		0	0	0	0	заня'тие	заня'тия	заня'тию	заня'тие	заня'тием	заня'тии	заня'тия	заня'тий	заня'тиям	заня'тия	заня'тиями	заня'тиях
охрана	охра'на	guarding, protection, guard	Schutz, Bewahrung (Schutz); Wache	f		0	0	0	0	охра'на	охра'ны	охра'не	охра'ну	охра'ной, охра'ною	охра'не	охра'ны	охра'н	охра'нам	охра'ны	охра'нами	охра'нах
масло	ма'сло	butter, oil; oil painting	Butter; Öl	n		0	0	0	0	ма'сло	ма'сла	ма'слу	ма'сло	ма'слом	ма'сле	масла'	ма'сел	масла'м	масла'	масла'ми	масла'х
кость	кость	bone, die	Knochen, Gräte	f		0	0	0	0	ко'сть	ко'сти	ко'сти	ко'сть	ко'стью	ко'сти	ко'сти	косте'й	костя'м	ко'сти	костя'ми	костя'х
пиво	пи'во	beer	Bier	n		0	0	0	0	пи'во	пи'ва	пи'ву	пи'во	пи'вом	пи'ве	пи'ва	пи'в	пи'вам	пи'ва	пи'вами	пи'вах
чиновник	чино'вник	official, functionary, bureaucrat	der Beamte, Beamtenseele, Bürokrat	m		1	0	0	0	чино'вник	чино'вника	чино'внику	чино'вника	чино'вником	чино'внике	чино'вники	чино'вников	чино'вникам	чино'вников	чино'вниками	чино'вниках
эхо	э'хо	echo	Echo, Widerhall	n		0	0	0	0	э'хо	э'ха	э'ху	э'хо	э'хом	э'хе	э'ха	э'х	э'хам	э'ха	э'хами	э'хах
потолок	потоло'к	ceiling, roof, limit, absolute limit	Decke, Zimmerdecke	m		0	0	0	0	потоло'к	потолка'	потолку'	потоло'к	потолко'м	потолке'	потолки'	потолко'в	потолка'м	потолки'	потолка'ми	потолка'х
лёгкое	лёгкое	lung, lights	Lunge	n		0	0	0	0	лёгкое	лёгкого	лёгкому	лёгкое	лёгким	лёгком	лёгкие	лёгких	лёгким	лёгкие	лёгкими	лёгких
руководство	руково'дство	guidance, leadership, leaders, governing body, guiding principle, handbook, guide, manual	Führung, Leitung, Lenkung, Anleitung, Richtlinie, Leitfaden, Verwaltung	n		0	0	0	0	руково'дство	руково'дства	руково'дству	руково'дство	руково'дством	руково'дстве	руково'дства	руково'дств	руково'дствам	руково'дства	руково'дствами	руково'дствах
защита	защи'та	defence, protection, safeguard, cover	Schutz; Verteidigung; Abwehr	f		0	0	0	0	защи'та	защи'ты	защи'те	защи'ту	защи'той, защи'тою	защи'те	защи'ты	защи'т	защи'там	защи'ты	защи'тами	защи'тах
энергия	эне'ргия	energy	Energie, Tatkraft	f		0	0	0	0	эне'ргия	эне'ргии	эне'ргии	эне'ргию	эне'ргией, эне'ргиею	эне'ргии	эне'ргии	эне'ргий	эне'ргиям	эне'ргии	эне'ргиями	эне'ргиях
звонок	звоно'к	(phone) call; bell	Klingel, Klingelzeichen, Anruf	m		0	0	0	0	звоно'к	звонка'	звонку'	звоно'к	звонко'м	звонке'	звонки'	звонко'в	звонка'м	звонки'	звонка'ми	звонка'х
сигарета	сигаре'та	cigarette	Zigarette	f		0	0	0	0	сигаре'та	сигаре'ты	сигаре'те	сигаре'ту	сигаре'той, сигаре'тою	сигаре'те	сигаре'ты	сигаре'т	сигаре'там	сигаре'ты	сигаре'тами	сигаре'тах
тепло	тепло'	heat, warmth, cordiality, warmly, cordially	Wärme; warm, herzlich, es ist warm	n		0	0	1	0	тепло'	тепла'	теплу'	тепло'	тепло'м	тепле'
кошка	ко'шка	cat, grapnel, drag, climbing-irons	Katze	f		1	0	0	0	ко'шка	ко'шки	ко'шке	ко'шку	ко'шкой, ко'шкою	ко'шке	ко'шки	ко'шек	ко'шкам	ко'шек	ко'шками	ко'шках
зона	зо'на	zone	Zone, Gebiet	f		0	0	0	0	зо'на	зо'ны	зо'не	зо'ну	зо'ной, зо'ною	зо'не	зо'ны	зо'н	зо'нам	зо'ны	зо'нами	зо'нах
диван	дива'н	sofa, couch, settee	Sofa, Couch, Diwan	m		0	0	0	0	дива'н	дива'на	дива'ну	дива'н	дива'ном	дива'не	дива'ны	дива'нов	дива'нам	дива'ны	дива'нами	дива'нах
предел	преде'л	limit, bound, end	Grenze, Limit; Festigkeit; Grenzwert, Limes	m		0	0	0	0	преде'л	преде'ла	преде'лу	преде'л	преде'лом	преде'ле	преде'лы	преде'лов	преде'лам	преде'лы	преде'лами	преде'лах
пятнадцать	пятна'дцать	fifteen	fünfzehn	f			0	1	0	пятнадцать	пятнадцати	пятнадцати	пятнадцать	пятнадцатью	пятнадцати
постель	посте'ль	bed	Bett	f		0	0	0	0	посте'ль	посте'ли	посте'ли	посте'ль	посте'лью	посте'ли	посте'ли	посте'лей	посте'лям	посте'ли	посте'лями	посте'лях
тайна	та'йна	mystery, secret, secrecy	Geheimnis	f		0	0	0	0	та'йна	та'йны	та'йне	та'йну	та'йной, та'йною	та'йне	та'йны	та'йн	та'йнам	та'йны	та'йнами	та'йнах
туман	тума'н	mist, fog, haze	Nebel	m		0	0	0	0	тума'н	тума'на, тума'ну	тума'ну	тума'н	тума'ном	тума'не	тума'ны	тума'нов	тума'нам	тума'ны	тума'нами	тума'нах
